u_mag,g_mag,r_mag,i_mag,z_mag,ra,dec
19.303219,17.561243,16.892946,16.588758,16.482594,191.0511476,22.16034485
18.556704,16.630219,15.882661,15.621736,15.479374,191.049883,21.97533581
18.496908,16.706573,16.062414,15.747305,15.625584,191.0784639,22.14106783
17.439072,16.285826,15.803386,15.548153,15.43498,191.0748098,22.00970054
18.897018,17.750933,17.305387,16.995716,16.912634,191.080505,22.14444951
19.386156,16.921303,15.919446,15.489142,15.263484,191.1089538,21.9747811
18.042725,16.808285,16.463787,16.209867,16.155495,191.1307393,22.16387575
20.051605,17.535295,16.211994,15.539387,15.188499,191.0510157,22.02414727
20.402138,17.805317,16.695927,16.18198,16.005438,191.0665958,22.12523479
20.03084,17.580772,16.251671,15.505407,15.170124,191.0710582,22.09022735
18.563408,17.701511,17.523535,17.332811,17.372572,191.1566374,21.99735728
19.633629,17.571426,16.77309,16.337502,16.165028,191.1814713,21.99637337
18.168709,16.971437,16.617085,16.411488,16.332127,191.1959133,22.16808271
18.04759,16.618946,16.131186,15.891409,15.780795,191.2041863,22.1645632
18.275522,17.217571,16.93552,16.714582,16.679888,191.2427906,22.04637303
19.958492,17.471519,16.319485,15.633039,15.338774,191.1808501,22.07146214
19.884989,17.608097,16.681717,16.242912,15.991819,191.2306869,22.12607698
19.99995,17.465872,16.358084,15.901443,15.628228,191.2345042,21.97046965
20.281994,17.617815,16.36912,15.827019,15.585183,190.6881656,22.60418205
19.356993,17.75074,17.13689,16.965557,16.83847,191.0538187,22.57122725
19.255966,16.985458,16.00519,15.69494,15.498943,191.0563299,22.56660767
17.998653,16.307503,15.655126,15.518066,15.391438,191.0560436,22.39356058
19.099028,17.938686,17.495502,17.359409,17.289848,191.0635388,22.47450779
18.026691,16.294039,15.576634,15.338299,15.214175,191.0690184,22.45920637
18.762197,17.743322,17.381721,17.226398,17.187433,191.090601,22.56092806
19.400469,17.092381,15.999036,15.747471,15.530107,191.1212551,22.39261441
17.470299,16.363394,15.873603,15.817452,15.754509,191.1355479,22.39216879
19.355095,16.897991,15.74481,15.220704,15.04182,191.1502728,22.50627287
20.350952,17.992836,16.617006,15.655707,15.088962,191.0863077,22.5654101
19.476921,17.555515,16.754501,16.435207,16.33589,191.1696547,22.512332
17.458475,16.35149,15.882505,15.699332,15.702744,191.1767099,22.55489772
18.605978,17.364426,16.904215,16.691803,16.671141,191.1743548,22.47183898
18.405638,17.168764,16.596067,16.384918,16.311436,191.1896734,22.5111069
19.578341,17.403507,16.517321,16.183256,16.026484,191.2241709,22.45416614
18.892992,17.221434,16.579449,16.323738,16.358353,190.6806964,22.87836729
18.39711,17.449129,17.20207,17.142019,17.139328,191.0500359,22.87512551
17.342163,15.941464,15.372243,15.195878,15.166299,191.0748837,22.8993467
16.374569,15.471031,15.171388,15.062037,15.088154,191.0884681,22.95969504
18.554193,17.467476,17.118605,16.995247,17.010393,191.0894686,22.96253258
18.768541,16.522223,15.579304,15.273549,15.190332,191.1251189,22.9305059
16.935047,15.715075,15.531383,15.078588,15.083022,191.1601757,22.83846336
20.520208,17.957649,16.591198,15.903583,15.575952,191.0820337,22.83540094
20.503239,17.982378,16.656061,16.070751,15.809374,191.0899371,22.94078207
18.770275,17.29917,16.759811,16.479399,16.431795,191.1913296,22.88975985
18.162397,17.183365,16.653971,16.52009,16.384861,191.0639229,23.22804118
19.138868,17.951372,17.549961,17.328224,17.311972,191.1396778,23.41162279
18.832193,17.612762,17.193039,17.014259,17.010103,191.1402399,23.31545427
20.159527,17.554544,16.217922,15.643605,15.339176,191.1044099,23.27730369
18.301359,16.487696,15.745248,15.385842,15.292272,191.2047251,23.40648073
19.524788,17.055498,15.937273,15.494041,15.292987,191.2539211,23.25813425
18.56284,16.635542,15.924268,15.705084,15.572855,190.6742107,23.70395919
19.962545,17.300341,15.976064,15.435549,15.109473,190.6803781,23.70700468
20.06356,17.742075,16.684015,16.267012,16.094151,191.0634492,23.75432851
19.702431,17.716082,16.884094,16.56184,16.43627,191.086743,23.72223433
17.814764,16.225655,15.60886,15.405337,15.31272,191.1606259,23.70511014
18.538357,17.667641,17.403715,17.326649,17.329044,191.1644223,23.68643093
18.823359,17.537334,17.040724,16.881784,16.772617,191.1911955,23.80598834
20.245621,17.668583,16.573082,16.184881,16.017153,191.0864434,23.69382785
20.594685,17.974157,16.79104,16.369337,16.144684,191.1562275,23.78396582
18.460613,17.065107,16.601826,16.457659,16.384924,191.2373309,23.78264058
18.769606,17.789917,17.531723,17.441166,17.389318,191.2532641,23.80754828
20.14176,17.603767,16.52421,16.116367,15.876539,191.2447171,23.80559615
18.386747,16.81315,16.240746,16.027111,15.949431,190.7013571,24.19315675
19.18166,17.683208,17.024996,16.75436,16.60675,191.0549491,24.19625496
16.545752,15.517986,15.481849,15.527257,15.639956,191.059638,24.22802408
17.359455,16.029949,15.531037,15.337352,15.310028,191.0618061,24.17995307
18.806084,17.299265,16.800846,16.540621,16.468853,191.0938105,24.03828762
17.941631,16.991249,16.702251,16.575872,16.585678,191.1009054,24.12306862
17.733646,16.379099,15.878439,15.671579,15.612978,191.1046666,24.19400117
18.372978,17.155874,16.707315,16.501534,16.467394,191.1094861,24.21402395
18.75701,16.809223,16.112444,15.811888,15.690301,191.1053787,24.07985451
16.873854,15.687098,15.295036,15.105042,15.154655,191.1088615,24.12956892
18.229164,17.046139,16.591043,16.395626,16.340975,191.121204,24.23040677
19.445921,17.118238,16.184202,15.857033,15.723609,191.1222769,24.14350057
19.012926,17.982103,17.598537,17.40637,17.337458,191.15353,24.10308956
18.047129,16.941648,16.534838,16.405008,16.328917,191.1766031,24.21483785
17.855316,16.853815,16.477104,16.350605,16.278399,191.2494574,24.09505925
16.940155,15.721719,15.272727,15.154066,15.079287,190.6903933,24.6132636
20.732689,17.919449,16.584118,16.006479,15.667503,190.6921378,24.63678048
18.458862,16.42676,15.653419,15.355478,15.26435,191.0541964,24.53112944
19.034365,17.798698,17.323364,17.169495,17.171095,191.113261,24.48000259
18.983829,17.337402,16.655283,16.414982,16.300587,191.1928458,24.52773328
18.438545,17.591347,17.348499,17.247177,17.254059,191.1953877,24.55805416
19.362185,17.509956,16.731485,16.489845,16.327606,191.2500477,24.65481248
19.334143,17.827431,17.224497,17.004972,16.882502,191.0596675,24.95868594
17.282129,16.039207,15.617891,15.477734,15.453197,191.1215794,24.98165741
19.418926,17.708441,17.05916,16.848188,16.736959,191.1212371,24.97855566
18.487442,17.339376,16.941078,16.824547,16.782476,191.1325804,24.996553
19.1213,17.540951,16.876797,16.623207,16.49383,191.1380621,24.98986832
17.394384,16.025688,15.487206,15.263678,15.194634,190.7002535,20.02369776
19.614685,17.314728,16.411728,16.113201,15.953671,191.0540611,20.06488776
17.224884,16.010944,15.591247,15.438014,15.392925,191.0957717,20.10545685
17.440556,16.443569,16.102448,15.992282,15.97515,191.1705776,20.05017587
17.874359,16.654161,16.185169,16.031345,15.964493,191.1892025,20.06778298
20.319883,17.510954,16.108788,15.413772,15.026958,191.0702931,20.07092191
19.21073,17.58234,16.984941,16.686371,16.549389,191.2266735,20.0174547
19.058268,17.261463,16.561222,16.30011,16.19171,191.0745822,20.46048073
19.114727,16.706335,15.783058,15.451832,15.316205,191.1015681,20.42650421
19.063362,17.630247,17.070499,16.817726,16.66144,190.9172374,20.26305843
19.914606,17.946947,17.162756,16.886648,16.728455,190.9250448,20.15249833
17.131992,16.035931,15.679215,15.544038,15.457948,190.9385756,20.25613576
18.404642,17.191195,16.69104,16.455196,16.311653,190.9367342,20.16977726
19.739941,17.236933,16.131706,15.659871,15.42852,190.9505875,20.12981087
17.714008,16.578712,16.14032,16.032732,15.990973,190.7994592,20.74406977
19.910597,17.285496,16.186165,15.771858,15.570065,190.7993318,20.65794534
18.896717,17.633652,17.186947,17.042662,16.969503,190.8367419,20.55985942
18.219246,17.172844,16.842581,16.739931,16.697998,190.9229922,20.55129451
18.941366,16.829342,15.88397,15.63166,15.426311,190.9421893,20.70425855
18.609951,16.957067,16.336628,16.142218,15.923872,190.9472887,20.60205424
18.875116,16.651415,15.816942,15.506072,15.459438,190.6325252,21.08746666
19.10626,17.479492,16.838602,16.570435,16.400732,190.7782665,20.95921984
19.068998,17.319166,16.660234,16.394453,16.270941,190.8222362,21.01194824
18.484415,17.155748,16.675203,16.457041,16.340822,190.9092782,20.97843609
17.101233,15.842694,15.384641,15.213124,15.157737,190.9310707,21.06510134
17.516682,16.292208,15.996422,15.834192,15.760755,190.9383247,20.96196543
19.008406,17.710258,17.226461,17.007418,16.917566,190.9480855,20.98238497
18.607033,17.427622,17.006622,16.829556,16.815201,190.9522249,23.93630957
18.197527,16.749048,16.253387,16.021959,15.935809,190.9532315,23.85534842
17.910412,16.952801,16.70743,16.700024,16.709084,191.7511877,23.90491978
19.294374,17.876463,17.351671,17.141788,17.074068,191.7514073,23.84094406
18.708532,16.640657,15.831549,15.557104,15.425186,191.7613171,23.82244842
16.580381,15.541878,15.383875,15.327084,15.376861,191.7964027,23.97205446
18.067993,17.187599,16.959091,16.827894,16.873032,191.8169146,23.98214352
19.088224,17.959293,17.605112,17.426792,17.377821,191.8408936,23.89589972
19.082388,17.595409,17.01339,16.80015,16.704445,191.8404894,23.83464502
17.992229,16.696901,16.195732,16.015135,15.943236,191.8439437,23.84536782
17.536232,16.492794,16.123819,16.00214,15.963488,191.852539,23.83552832
18.344881,17.252991,16.906946,16.775114,16.766146,191.8691394,23.9992217
20.107168,17.452602,16.306208,15.857484,15.636906,191.8534716,23.95088028
17.243414,16.251978,15.917618,15.784132,15.76437,192.3634715,23.95659579
16.555853,15.53845,15.140965,15.050004,15.02102,192.3650817,23.78076485
17.387949,15.97389,15.593757,15.406211,15.365772,190.9605417,24.25611072
19.19706,16.982613,16.086437,15.750443,15.578966,190.9627013,24.307261
17.667658,16.221661,15.675178,15.499849,15.448511,191.7693044,24.36385954
19.095703,17.775198,17.249838,17.01539,16.892654,191.7851183,24.33838502
17.636768,16.423153,15.945085,15.758693,15.699416,191.787835,24.30405939
17.039492,15.82941,15.369453,15.101409,15.150177,191.7935557,24.22735316
19.580158,17.083254,15.974107,15.539187,15.311101,191.8155029,24.39386771
19.144554,17.98542,17.516623,17.337221,17.192665,191.8110836,24.27253577
20.158285,17.753267,16.717949,16.326279,16.117373,191.7669808,24.38028124
18.368462,16.806135,16.201311,15.977212,15.880581,191.8551404,24.31110866
17.195875,16.233786,15.807442,15.639302,15.567152,191.8756356,24.26178774
18.42782,16.912754,16.361416,16.132385,16.045834,191.8896526,24.40544067
18.317036,16.712038,16.129862,15.934852,15.85603,191.9074912,24.40109878
19.109001,17.964281,17.466331,17.232704,17.115311,191.9097628,24.40938445
18.50824,17.124382,16.516991,16.285011,16.173904,191.9013955,24.22185796
18.386604,16.833483,16.229839,16.026594,15.909485,191.9195874,24.37168262
17.971617,16.772078,16.244465,16.14167,16.04162,190.9618807,24.68308592
20.404469,17.895018,16.570715,15.900909,15.568689,191.7564333,24.65468848
17.506985,16.332741,15.867132,15.651032,15.609756,191.7912312,24.71683185
19.70896,17.622906,16.799257,16.473122,16.316999,191.8415316,24.68106625
17.70714,16.681047,16.258648,16.167425,16.09997,191.8829143,24.63695242
19.143965,17.720137,17.191532,17.04879,16.949451,191.9104435,24.70081365
17.309479,15.997071,15.439529,15.214896,15.116944,191.930959,24.79041092
19.868395,17.941383,17.112812,16.801115,16.611519,190.9561576,21.40441816
18.06468,17.14761,16.826334,16.691996,16.678314,190.9571336,21.38712421
19.079908,17.863901,17.383957,17.216736,17.178274,190.9643221,21.53715053
19.749163,17.939034,17.14031,16.839239,16.670332,190.9598572,21.3915706
17.356783,16.045115,15.46599,15.282339,15.221478,191.8061765,21.43777541
19.283461,17.872824,17.353914,17.154518,17.058239,191.8561499,21.37710427
19.260662,17.112787,16.175095,15.80757,15.576092,191.8964709,21.33825914
17.391651,16.515991,16.218134,16.148136,16.102558,191.9327847,21.45017704
18.479614,17.239408,16.683662,16.552332,16.459858,191.9328817,21.4017609
17.882816,16.678679,16.138201,15.919856,15.843227,192.3682779,21.37463313
19.180489,17.201141,16.441563,16.149239,16.000711,190.9509368,21.80696435
19.927267,17.953529,17.177216,16.901243,16.743523,190.9601522,21.82555666
16.904531,15.858303,15.578345,15.489194,15.508348,191.7532665,21.76475607
19.31164,16.85483,15.699811,15.253738,15.031583,191.7688177,21.89806378
19.654243,17.294878,16.274881,15.869158,15.687934,191.8134503,21.79076535
17.160433,16.001724,15.580529,15.421988,15.417516,191.8257608,21.80915201
18.68667,16.896111,16.263474,16.014357,15.932581,191.8419802,21.73080465
20.278357,17.690928,16.236546,15.478326,15.063001,191.7825372,21.92642693
18.419254,17.312496,16.970453,16.800238,16.745672,191.8722005,21.80190651
18.868168,16.923716,16.118526,15.808326,15.608741,191.8873999,21.92568417
18.806326,17.65086,17.101616,16.880239,16.756645,191.931867,21.91012968
19.100609,17.472816,16.792145,16.577488,16.437208,191.9326765,21.87931945
18.334023,17.089426,16.546385,16.378775,16.283373,190.4176564,20.24603907
20.347769,17.986078,16.854738,16.480663,16.255264,190.4075476,20.26221534
18.363394,16.970592,16.427483,16.231785,16.15115,190.8677276,20.31377312
19.18878,17.531282,16.907623,16.690434,16.551718,190.8712904,20.2795229
19.847364,17.24509,15.934175,15.400866,15.099008,190.8847891,20.12786655
18.107197,16.80504,16.341192,16.157768,16.082792,190.900644,20.27687542
19.12538,17.05549,16.235596,15.890477,15.657756,190.9920985,20.21123924
20.089628,17.589315,16.47744,16.022335,15.809688,190.9911596,20.11127934
18.959904,17.409082,16.804071,16.587681,16.453697,190.8444502,20.5396098
19.386332,17.165709,16.104626,15.714547,15.468678,190.8564542,20.69996984
18.118061,16.63765,16.065861,15.859155,15.758344,190.8572565,20.5506437
18.764271,17.451984,16.872211,16.626492,16.460438,190.873157,20.55525786
17.942102,16.779474,16.365692,16.143339,16.074152,190.403487,21.09334687
18.745947,17.50905,17.064352,16.896015,16.832718,190.8718728,21.03399138
16.960974,16.010822,15.776975,15.628411,15.560202,190.8783236,20.95914113
19.073187,17.850906,17.623821,17.493343,17.441889,190.8997273,20.97943634
20.496464,17.977842,16.613783,15.699607,15.176898,190.8840455,21.10455296
17.223818,15.983541,15.571101,15.385456,15.321635,190.9812872,20.95988727
17.061625,15.910127,15.401466,15.224732,15.17877,191.0115871,23.88755048
19.051508,17.715664,17.18565,17.017359,16.951265,191.0134156,23.92289551
19.173302,17.656328,17.118961,16.917843,16.803679,191.5663581,23.99459078
18.162296,16.701294,16.094145,15.887132,15.760746,191.5743365,23.92465737
18.041859,16.891941,16.466412,16.33272,16.248358,191.5858997,23.89179695
19.516075,17.388729,16.534235,16.196024,15.99857,191.5971742,24.00741434
18.570641,17.297441,16.830645,16.667501,16.579576,191.6257842,23.95176706
17.466425,16.030573,15.524455,15.359213,15.268567,191.6267579,23.95962077
18.820347,17.699312,17.230938,17.073048,16.952961,191.645385,23.92838697
18.637733,17.360703,16.866062,16.6661,16.590258,191.6925639,23.80615324
19.1234,17.907812,17.480194,17.327282,17.267416,191.7078461,23.96192542
18.914034,17.722452,17.170675,17.011448,16.971224,191.7267018,23.84062817
18.18906,17.026588,16.565657,16.405287,16.357737,191.0209532,24.44991787
17.980671,16.964022,16.581173,16.449291,16.41408,191.0330898,24.31421051
17.372812,16.245146,15.86592,15.725816,15.683598,191.5751288,24.24788103
19.388157,17.665791,17.05176,16.833883,16.71632,191.5784298,24.22871374
18.621712,17.240713,16.726507,16.544882,16.48534,191.6006273,24.33990089
17.286842,15.918993,15.519544,15.385433,15.341303,191.6495836,24.42612172
18.52924,17.100176,16.56517,16.362654,16.267664,191.6510819,24.28148607
19.729362,17.996004,17.458323,17.22942,17.078865,191.6605322,24.4290979
18.866177,17.596701,17.121,16.99543,16.881464,191.6657499,24.25233613
16.995358,15.866419,15.477237,15.376681,15.339451,191.7124842,24.28411249
18.626509,17.143822,16.587963,16.404503,16.265516,191.7269941,24.32311281
20.117779,17.472353,16.088684,15.429631,15.049335,191.7411597,24.256124
18.499311,17.662924,17.414618,17.317589,17.282749,191.568787,24.8280272
18.943857,17.599318,17.020683,16.800648,16.689861,191.6053848,24.84233215
19.698889,17.761152,16.974848,16.720072,16.567036,191.6127134,24.68992116
18.785374,17.817526,17.500376,17.447422,17.424313,191.6355437,24.67848287
17.4995,16.280216,15.845675,15.686208,15.619913,191.6993251,24.72653117
19.223965,16.946051,16.007128,15.656284,15.491995,191.7084374,24.73604791
17.783079,16.490198,15.972272,15.78636,15.719863,191.7175808,24.68947057
17.800385,16.472681,15.927522,15.745846,15.656297,190.99797,21.4117657
17.666592,16.337191,15.85705,15.70204,15.662418,191.0242309,21.53660547
18.656542,16.476042,15.612525,15.356844,15.203012,191.0470118,21.34502153
19.303265,17.680021,17.065367,16.795717,16.68309,191.577436,21.49526358
20.061144,17.859604,16.956781,16.620415,16.444427,191.6327845,21.40777479
19.80958,17.513508,16.611593,16.320332,16.150766,191.6797114,21.39072118
18.115833,16.785328,16.26174,16.07888,16.00387,191.6900689,21.44271296
18.484238,17.292198,16.821844,16.63402,16.57826,191.7046289,21.47226884
18.548328,16.792156,16.16925,15.971809,15.85321,191.7167459,21.45919172
20.259157,17.593927,16.297014,15.745357,15.370087,191.7168359,21.41117026
18.776798,17.651443,17.263773,17.125776,17.071571,191.0090051,21.90787664
18.41021,17.367062,17.043737,16.919289,16.877073,191.5887124,21.7702023
19.781021,17.707315,16.863354,16.565786,16.342459,191.6223288,21.83930373
18.193111,17.028999,16.607239,16.449617,16.389292,191.6198199,21.73614072
18.915546,17.601456,17.109787,16.930521,16.884836,191.6393073,21.80647203
17.654306,16.175802,15.627589,15.4271,15.383698,191.6500681,21.81193915
18.844242,17.624949,17.175957,17.048471,16.960566,191.6467416,21.7403568
20.477215,17.848055,16.460794,15.861223,15.520335,191.7064579,21.84932713
18.351645,16.40518,15.64535,15.364876,15.254594,190.9971531,22.29010775
19.216898,17.802769,17.319532,17.130856,17.04501,191.5677551,22.33455811
17.525608,16.381496,15.929768,15.806343,15.760901,191.5821384,22.18282983
16.47258,15.600921,15.307637,15.225481,15.193784,191.5950151,22.31071274
19.297016,17.142132,16.251591,15.926834,15.732826,191.6108692,22.29265496
18.922865,17.824156,17.321941,17.129944,17.034355,191.6199845,22.30416761
18.814627,17.202959,16.599491,16.385139,16.302042,191.6657231,22.287168
18.465466,17.077858,16.511494,16.307064,16.203335,191.6683216,22.20591506
18.754738,17.010727,16.325279,16.056759,15.927022,191.6724971,22.17467927
18.953245,17.537748,17.025646,16.874014,16.765793,191.7249625,22.33291225
17.343178,16.10326,15.703465,15.55869,15.513261,191.7273228,22.18733962
18.573544,17.412933,16.907125,16.646435,16.51437,190.4747959,20.94220911
17.649105,16.678608,16.369766,16.250986,16.213705,190.7436705,20.74795309
17.929924,16.504274,15.946781,15.690588,15.571232,190.7544019,20.77207013
19.34763,17.002493,15.903506,15.502986,15.269709,190.4451736,20.30387633
18.346447,16.520443,15.811335,15.610321,15.49373,190.4810383,20.28909127
18.511803,17.584862,17.450745,17.45616,17.482107,190.485576,20.21144882
18.59951,16.781956,16.153154,15.895341,15.788027,190.7206766,20.28116415
18.318378,16.548723,15.915058,15.630453,15.510512,190.708049,20.14631426
18.732481,17.787109,17.461159,17.347422,17.276722,190.733187,20.24666877
18.435305,17.07589,16.593546,16.397663,16.301453,190.7376469,20.1748159
17.82465,16.433655,15.849338,15.630958,15.534614,190.4482898,20.62502686
17.89113,16.325684,15.700979,15.481084,15.357444,190.4415108,21.14403706
19.229025,17.990192,17.410078,17.163004,16.992722,190.4567299,20.98148813
19.320477,17.369522,16.617302,16.336176,16.128517,190.4607746,20.99851329
18.110075,16.769487,16.271603,16.119745,16.045069,190.4727433,20.98972735
18.806437,17.435793,16.921253,16.721025,16.620705,190.7084856,21.04004258
18.418585,17.360348,16.93095,16.767094,16.668257,190.7380029,20.97458353
18.36219,17.344191,16.99399,16.868305,16.862244,190.766003,23.97535883
18.059052,16.840082,16.31484,16.130199,16.016243,191.4138839,23.99468912
18.667891,17.686209,17.371033,17.244293,17.199127,191.5022388,23.8512511
17.279552,16.060236,15.620824,15.61649,15.398594,191.5256213,24.01578117
16.739208,15.751203,15.224209,15.118125,15.074069,191.5258046,23.9897999
18.779053,17.380106,16.863499,16.661802,16.573347,191.3980561,24.32369586
19.350824,17.749182,17.204399,17.013494,16.92849,191.4086054,24.24001446
17.518976,16.411966,16.021236,15.893725,15.829688,191.4454791,24.26423127
18.004908,16.180361,15.464943,15.229823,15.09556,191.469611,24.32911793
19.184601,17.926155,17.382708,17.13715,16.983841,191.4816038,24.41630345
16.932524,16.092339,15.86105,15.769265,15.739313,191.4817993,24.34612459
18.328653,17.550028,17.197714,17.039267,16.937794,191.5011989,24.37176937
19.773195,17.929871,17.191753,16.914343,16.761431,191.5047401,24.32240718
17.48947,16.17197,15.68937,15.517673,15.476478,191.5119039,24.39642598
18.356096,17.317087,16.958971,16.820202,16.781845,191.5145919,24.26121125
17.785776,16.557653,16.062069,15.884772,15.827639,191.5372732,24.40628269
19.249363,17.449158,16.711166,16.444853,16.301683,191.540655,24.40486941
18.422579,16.30184,15.481206,15.179206,15.023565,191.5557328,24.43225395
18.105827,16.729374,16.18939,16.000223,15.891069,191.9396128,24.37231974
18.835854,17.309031,16.74053,16.540625,16.42779,191.9490828,24.37439652
17.678492,16.767607,16.618036,16.577335,16.581619,191.9649001,24.37738426
19.032473,17.418249,16.813921,16.604219,16.464682,191.9805947,24.31609225
16.922558,15.802992,15.436266,15.271381,15.259377,191.3949768,24.82276429
19.049791,17.85923,17.379837,17.182783,17.114016,191.4669533,24.85860432
17.328831,16.226521,15.79908,15.675554,15.640857,191.4878922,24.73275578
19.675972,17.994404,17.332375,17.105377,16.996609,191.4776141,24.71386263
18.84767,17.604328,17.12635,16.949553,16.854118,191.5148395,24.76493807
17.326008,16.12723,15.674315,15.460052,15.40286,191.5269688,24.70392513
18.477955,16.804466,16.162477,15.886497,15.790034,191.5459199,24.68735591
17.284048,16.12656,15.708878,15.58985,15.519906,191.9450392,24.70685486
17.800972,16.848059,16.5427,16.46002,16.414314,191.941378,24.64062361
18.163485,17.038622,16.825527,16.792952,16.762722,191.9425666,24.66131062
18.940529,17.318577,16.682838,16.487028,16.359486,191.9498734,24.65293494
16.815128,15.723602,15.335866,15.196114,15.11639,191.9561984,24.6736329
17.921858,16.627638,16.205843,16.036182,15.964439,191.4363413,21.35958882
18.695438,17.408527,16.942795,16.74585,16.661337,191.4451528,21.50381845
18.744415,17.618702,17.229771,17.052853,16.997885,191.4448166,21.46432211
18.237083,16.416588,15.757779,15.519719,15.386991,191.4775934,21.35866026
18.981037,17.710466,17.259722,17.041941,16.992134,191.4848025,21.50979724
18.990953,17.614595,17.243517,16.999453,16.89113,191.5253852,21.42070915
18.880604,17.915508,17.550968,17.401121,17.358078,191.9420673,21.32918224
18.405737,16.895021,16.349339,16.124037,15.997966,191.9627908,21.30590545
17.625742,16.48995,16.106913,15.917398,15.941745,191.3800591,21.78711444
18.457926,17.532381,17.219646,17.133736,17.112122,191.4077779,21.76662316
19.768028,17.750969,16.916391,16.635115,16.463114,191.4498638,21.87585588
19.383675,17.58777,16.853024,16.565054,16.412144,191.4710655,21.86190093
18.079258,16.864393,16.335703,16.100367,16.015787,191.4862134,21.82051769
20.464699,17.783562,16.421547,15.85503,15.53341,191.4345289,21.81822469
19.658154,17.520842,16.588564,16.229679,16.069759,191.556939,21.91157566
18.980389,16.563395,15.61494,15.329381,15.158735,191.9435372,21.90223465
19.354069,17.282009,16.353132,16.031116,15.860345,191.940884,21.75700218
17.482996,16.143198,15.652892,15.505286,15.438564,191.9495469,21.87820036
20.584763,17.97925,16.716175,16.238474,15.960481,191.9708076,21.89293749
17.496351,16.372042,15.873629,15.786223,15.720107,191.3836442,22.19283185
18.181137,16.864458,16.444273,16.299662,16.250683,191.3958965,22.27374231
19.457891,17.228849,16.275732,15.958662,15.764061,191.4186818,22.19743832
19.024586,17.99741,17.626072,17.522831,17.459944,191.4400197,22.26673569
19.605461,17.383591,16.508348,16.232349,16.06003,191.4467847,22.31327482
17.594994,16.65316,16.322275,16.23826,16.208754,191.464169,22.16177068
18.200798,17.044197,16.642553,16.490562,16.464123,191.1172165,20.44702486
17.11433,16.030294,15.647615,15.50177,15.448209,191.1756791,20.46780837
20.585808,17.891224,16.494946,15.689977,15.242016,191.1755371,20.51055486
17.695807,16.509617,16.048164,15.898818,15.830759,190.6955471,20.91760161
18.26556,17.112228,16.698174,16.568872,16.509882,190.6951092,20.84795243
17.614565,16.425365,15.979728,15.82583,15.755013,190.69453,20.78815937
19.668272,17.779499,17.06414,16.805834,16.630846,191.0735212,20.8944381
19.315643,17.783661,17.150454,16.859827,16.73168,191.1024505,20.79128912
19.287519,17.667639,17.004158,16.68824,16.564817,191.1388637,20.75768033
18.962883,17.514048,16.93409,16.687054,16.498472,191.1539265,20.90081295
19.64407,16.982906,15.811509,15.355864,15.134526,191.149426,20.752809
18.689684,17.627117,17.236437,17.095034,17.036179,191.1782565,20.73708278
20.229055,17.551132,16.145594,15.438134,15.086921,191.0727029,20.80331719
18.227959,16.841606,16.342081,16.156124,16.074158,190.6935008,20.23812596
19.161253,17.571657,16.973593,16.715168,16.647667,191.0773515,20.12502094
19.357264,17.809719,17.203569,16.987886,16.887535,191.1800172,20.29615114
18.709154,17.425518,16.969019,16.798162,16.734148,191.1811548,20.24494462
18.559818,16.949648,16.378183,16.159836,16.057774,191.1965759,20.21569665
19.147863,16.89539,15.977801,15.639007,15.461272,191.2270865,20.12672321
17.473993,16.354986,16.002645,15.870612,15.846575,191.2450352,20.17548374
17.292559,16.393635,16.138439,16.019957,16.009333,191.0838338,20.55330544
18.66408,17.114672,16.534739,16.291725,16.209866,191.1084551,20.7209067
18.759909,17.245968,16.639698,16.38369,16.291967,191.1345484,20.71701431
18.757631,17.279263,16.634317,16.351194,16.197493,191.1596557,20.70022365
18.927341,17.722807,17.274042,17.08486,17.059607,191.1659026,20.54528405
18.193306,17.266924,17.017611,16.936773,16.926149,191.1727089,20.53940936
19.544222,17.995449,17.405909,17.191521,17.082884,191.1880077,20.69906823
19.869925,17.98403,17.233238,16.928576,16.786667,191.1902951,20.6168251
19.433599,17.996502,17.441622,17.214115,17.100822,191.2186921,20.64197303
19.022736,16.86001,16.016205,15.718331,15.577729,191.2448149,20.57288831
18.863403,16.976536,16.221531,15.964689,15.812467,191.048785,21.06825889
18.703642,17.590824,17.178078,17.063862,17.005789,191.0517018,21.10208981
18.099712,17.019693,16.629156,16.498175,16.422913,191.0573696,21.0755597
18.114008,16.733072,16.204412,16.024017,15.919055,191.0584073,21.09020249
17.965322,16.79987,16.376356,16.236559,16.169834,191.0900354,21.04141593
19.532528,17.346743,16.467756,16.161123,16.001081,191.1019147,21.04051171
17.801865,16.292553,15.7085,15.550745,15.459527,191.1154285,21.09647566
20.280062,17.666849,16.313738,15.611684,15.233624,191.0653376,21.00845551
18.497528,17.374107,16.898193,16.658934,16.580299,191.2191142,21.0024627
19.752737,17.612566,16.793447,16.433821,16.262278,191.2534338,21.12749729
17.560244,15.992421,15.463039,15.230828,15.190977,191.2727173,23.94306047
19.77932,17.332645,16.294853,15.901117,15.710126,191.2764372,23.98855105
18.24481,17.343792,16.955688,16.746637,16.687973,191.276258,23.96255095
18.849241,17.858877,17.462873,17.298569,17.251265,191.2747853,23.82540185
17.250898,16.081768,15.713829,15.566956,15.548287,191.2885738,23.88016998
18.406647,16.431221,15.720627,15.472083,15.363982,191.2923168,23.86525634
17.404102,16.33676,16.558599,16.735001,16.82704,191.3309548,23.97597212
18.573069,17.661264,17.299368,17.186016,17.134239,191.3660094,24.00457777
